,genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
224,Masculino,0.1111111111111111,Urbana,Publica,0.48148148148148145,Humanidades,0.7678571428571429,0.5660377358490566,0.7,0.22580645161290322,Si,<5k,No,Otro,Foraneo,Solo,Casado,Motriz,Si,0.2,0.6,Si,Sueldo,Si,Si,0.6,Deportes,0.5454545454545454,Prestigio,Si,No
225,Masculino,0.4444444444444444,Urbana,Privada,0.5555555555555556,Arte,0.48214285714285715,0.8679245283018868,0.35,0.22580645161290322,No,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,Si,0.7,0.8,No,Prestigio,Si,Si,0.8,Lectura,0.45454545454545453,Vocación,No,Si
226,Femenino,0.4444444444444444,Urbana,Privada,0.2777777777777778,Humanidades,0.6071428571428571,0.5471698113207547,0.7,0.45161290322580644,Si,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.3,0.6,Si,Sueldo,Si,No,0.6,Lectura,0.6363636363636364,Influencia Familiar,No,No
227,Femenino,0.0,Urbana,Publica,0.7592592592592593,Ciencias Naturales,0.5178571428571429,0.39622641509433965,0.4,0.7741935483870968,Si,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.1,0.4,Si,Amigos/Familia,No,No,0.4,Viajar,0.5454545454545454,Renta Económica,No,Si
228,Masculino,0.1111111111111111,Rural,Publica,0.5185185185185185,Humanidades,0.7142857142857143,0.4339622641509434,0.26666666666666666,0.3225806451612903,Si,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,No,0.6,0.6,Si,Sueldo,Si,No,0.6,Viajar,0.45454545454545453,Prestigio,No,No
229,Femenino,0.3333333333333333,Urbana,Publica,0.37037037037037035,Ingenieria,0.6964285714285714,0.7169811320754716,0.5166666666666667,0.7096774193548387,Si,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,0.5,0.8,No,Demanda Laboral,No,Si,0.8,Deportes,0.2727272727272727,Renta Económica,No,No
230,Femenino,0.4444444444444444,Urbana,Publica,0.3333333333333333,Humanidades,0.8571428571428571,0.2830188679245283,0.6666666666666666,0.5161290322580645,Si,5k-10k,No,Beca,Foraneo,Otros,Divorciado,Ninguna,No,0.3,0.8,Si,Prestigio,No,Si,0.8,Viajar,0.9090909090909091,Prestigio,No,No
231,Femenino,0.6666666666666666,Urbana,Privada,0.5,Humanidades,0.32142857142857145,0.5283018867924528,0.5166666666666667,0.7096774193548387,No,10k-20k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,0.1,0.4,Si,Prestigio,Si,Si,0.4,Arte,0.5454545454545454,Renta Económica,No,No
232,Femenino,0.4444444444444444,Rural,Privada,0.3333333333333333,Ciencias Sociales,0.7857142857142857,0.6226415094339622,0.8,1.0,No,>20k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.3,0.6,Si,Demanda Laboral,Si,Si,0.6,Viajar,0.5454545454545454,Renta Económica,Si,Si
233,Masculino,0.2222222222222222,Rural,Publica,0.7407407407407407,Humanidades,0.44642857142857145,0.4339622641509434,0.65,0.5161290322580645,Si,5k-10k,No,Padres,Foraneo,Amigos,Casado,Ninguna,No,0.6,0.8,No,Prestigio,Si,Si,0.8,Viajar,0.7272727272727273,Cercanía,Si,Si
234,Masculino,0.2222222222222222,Urbana,Privada,0.9444444444444444,Ciencias Naturales,0.8214285714285714,0.11320754716981132,0.6833333333333333,0.4838709677419355,No,>20k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,0.3,0.4,No,Demanda Laboral,Si,Si,0.4,Arte,0.2727272727272727,Vocación,No,No
235,Masculino,0.2222222222222222,Urbana,Publica,0.5555555555555556,Ciencias Naturales,0.26785714285714285,0.49056603773584906,0.5833333333333334,0.6451612903225806,Si,<5k,Si,Padres,Local,Solo,Soltero,Cognitiva,Si,0.5,0.4,Si,Prestigio,Si,No,0.4,Viajar,0.2727272727272727,Cercanía,Si,Si
236,Femenino,0.0,Urbana,Privada,0.5925925925925926,Ciencias Naturales,0.7857142857142857,0.6981132075471698,0.5,0.6774193548387096,Si,5k-10k,No,Otro,Local,Amigos,Soltero,Ninguna,Si,0.6,1.0,No,Gusto Personal,No,Si,1.0,Viajar,0.45454545454545453,Cercanía,No,No
237,Masculino,0.2222222222222222,Urbana,Privada,0.46296296296296297,Ciencias Sociales,0.42857142857142855,0.33962264150943394,0.4666666666666667,0.6774193548387096,Si,<5k,No,Otro,Local,Otros,Soltero,Ninguna,Si,0.6,0.8,Si,Demanda Laboral,Si,Si,0.8,Viajar,0.45454545454545453,Renta Económica,No,Si
238,Femenino,0.3333333333333333,Urbana,Privada,0.2037037037037037,Ciencias Naturales,0.3392857142857143,0.5283018867924528,0.36666666666666664,0.45161290322580644,Si,10k-20k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,Si,0.3,0.6,Si,Demanda Laboral,Si,Si,0.6,Tecnología,0.2727272727272727,Influencia Familiar,No,Si
239,Femenino,0.0,Rural,Privada,0.7592592592592593,Ciencias Naturales,0.6785714285714286,0.660377358490566,0.25,0.5483870967741935,Si,5k-10k,No,Padres,Foraneo,Familia,Divorciado,Ninguna,No,0.3,0.6,No,Sueldo,No,No,0.6,Deportes,0.2727272727272727,Vocación,Si,No
240,Femenino,0.5555555555555556,Urbana,Publica,0.18518518518518517,Ciencias Naturales,0.5535714285714286,0.5094339622641509,0.4666666666666667,0.3225806451612903,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Cognitiva,Si,0.3,0.8,No,Amigos/Familia,No,No,0.8,Viajar,0.8181818181818182,Cercanía,No,No
241,Femenino,0.1111111111111111,Rural,Publica,0.6851851851851852,Ciencias Naturales,0.5714285714285714,0.39622641509433965,0.36666666666666664,0.6451612903225806,No,<5k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.8,No,Prestigio,No,Si,0.8,Tecnología,0.45454545454545453,Cercanía,No,Si
242,Masculino,0.1111111111111111,Urbana,Privada,0.7037037037037037,Ingenieria,0.625,0.5849056603773585,0.8166666666666667,0.2903225806451613,No,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,No,0.3,0.6,Si,Amigos/Familia,Si,Si,0.6,Tecnología,0.2727272727272727,Vocación,Si,No
243,Femenino,0.0,Rural,Publica,0.4074074074074074,Ingenieria,0.9107142857142857,0.3584905660377358,0.4666666666666667,0.3548387096774194,No,>20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,0.4,0.4,Si,Sueldo,No,Si,0.4,Lectura,0.2727272727272727,Renta Económica,No,No
244,Femenino,0.2222222222222222,Rural,Privada,0.5185185185185185,Ciencias Sociales,0.7321428571428571,0.4339622641509434,0.4,0.4838709677419355,Si,<5k,No,Otro,Local,Amigos,Soltero,Ninguna,Si,0.1,0.8,No,Sueldo,No,No,0.8,Viajar,0.45454545454545453,Cercanía,No,Si
245,Masculino,0.0,Urbana,Publica,0.8148148148148148,Ciencias Naturales,0.6607142857142857,0.41509433962264153,0.38333333333333336,0.3548387096774194,No,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,0.5,0.6,No,Gusto Personal,No,Si,0.6,Lectura,0.7272727272727273,Cercanía,No,No
246,Masculino,0.6666666666666666,Urbana,Publica,0.6111111111111112,Ciencias Naturales,0.625,0.39622641509433965,0.6833333333333333,0.25806451612903225,No,<5k,No,Otro,Local,Familia,Divorciado,Ninguna,Si,0.3,0.6,Si,Sueldo,Si,Si,0.6,Viajar,0.45454545454545453,Influencia Familiar,No,No
247,Femenino,0.2222222222222222,Urbana,Privada,0.42592592592592593,Arte,0.35714285714285715,0.49056603773584906,0.7,0.4838709677419355,No,<5k,Si,Padres,Local,Amigos,Soltero,Ninguna,No,0.5,0.8,No,Sueldo,No,Si,0.8,Tecnología,0.45454545454545453,Influencia Familiar,No,No
248,Femenino,0.5555555555555556,Rural,Publica,0.05555555555555555,Arte,0.6607142857142857,0.24528301886792453,0.6166666666666667,0.3870967741935484,No,5k-10k,No,Otro,Local,Solo,Casado,Ninguna,Si,0.5,0.6,No,Prestigio,Si,No,0.6,Arte,0.2727272727272727,Cercanía,No,Si
249,Femenino,0.3333333333333333,Urbana,Privada,0.6851851851851852,Ciencias Sociales,0.39285714285714285,0.39622641509433965,0.6333333333333333,0.5806451612903226,Si,10k-20k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,0.5,0.8,No,Gusto Personal,Si,No,0.8,Arte,0.2727272727272727,Vocación,Si,No
250,Masculino,0.2222222222222222,Urbana,Privada,0.25925925925925924,Humanidades,0.375,0.4339622641509434,0.4166666666666667,0.3548387096774194,No,5k-10k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,0.2,0.8,Si,Amigos/Familia,No,No,0.8,Lectura,0.18181818181818182,Prestigio,No,No
251,Femenino,0.3333333333333333,Rural,Publica,0.5740740740740741,Ciencias Sociales,0.75,0.7169811320754716,0.18333333333333332,0.6774193548387096,No,10k-20k,Si,Padres,Local,Solo,Casado,Ninguna,Si,0.6,0.4,No,Sueldo,No,No,0.4,Arte,0.5454545454545454,Cercanía,Si,No
252,Masculino,0.4444444444444444,Rural,Publica,0.35185185185185186,Ingenieria,0.375,0.9622641509433962,0.8166666666666667,0.6774193548387096,Si,10k-20k,No,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.3,0.6,Si,Amigos/Familia,Si,No,0.6,Deportes,0.5454545454545454,Cercanía,No,No
253,Masculino,0.3333333333333333,Urbana,Publica,0.4074074074074074,Humanidades,0.6964285714285714,0.7924528301886793,0.5166666666666667,0.3548387096774194,Si,<5k,No,Padres,Foraneo,Amigos,Casado,Ninguna,Si,0.5,0.6,Si,Amigos/Familia,No,No,0.6,Viajar,0.0,Renta Económica,Si,No
254,Masculino,0.4444444444444444,Urbana,Privada,0.6481481481481481,Ciencias Naturales,0.75,0.33962264150943394,0.5666666666666667,0.3870967741935484,No,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,0.5,0.8,Si,Prestigio,No,No,0.8,Deportes,0.0,Vocación,No,Si
255,Masculino,0.2222222222222222,Urbana,Publica,0.6666666666666666,Arte,0.7321428571428571,0.7358490566037735,0.55,0.8709677419354839,Si,5k-10k,Si,Beca,Foraneo,Otros,Divorciado,Ninguna,No,0.6,0.8,No,Amigos/Familia,No,Si,0.8,Lectura,0.5454545454545454,Influencia Familiar,Si,No
256,Femenino,0.0,Rural,Privada,0.16666666666666666,Ciencias Sociales,0.6607142857142857,0.5283018867924528,0.5333333333333333,0.5806451612903226,Si,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,0.4,0.6,No,Prestigio,Si,Si,0.6,Tecnología,0.2727272727272727,Renta Económica,Si,No
257,Masculino,0.0,Rural,Privada,0.5370370370370371,Humanidades,0.5892857142857143,0.5660377358490566,0.5666666666666667,0.6451612903225806,Si,<5k,No,Trabajo Propio,Local,Familia,Casado,Ninguna,Si,0.1,0.8,No,Prestigio,Si,No,0.8,Arte,0.2727272727272727,Cercanía,No,No
258,Femenino,0.0,Rural,Publica,0.07407407407407407,Arte,0.5714285714285714,0.49056603773584906,0.4166666666666667,0.5806451612903226,Si,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,No,0.5,0.6,No,Gusto Personal,No,Si,0.6,Tecnología,0.6363636363636364,Cercanía,No,No
259,Masculino,0.3333333333333333,Rural,Publica,0.5740740740740741,Ciencias Sociales,0.6607142857142857,0.6415094339622641,0.5333333333333333,0.2903225806451613,Si,<5k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,0.3,1.0,No,Gusto Personal,Si,Si,1.0,Deportes,0.18181818181818182,Vocación,No,No
260,Femenino,0.2222222222222222,Urbana,Publica,0.2222222222222222,Humanidades,0.48214285714285715,0.5283018867924528,0.7166666666666667,0.2903225806451613,No,10k-20k,Si,Otro,Local,Solo,Soltero,Ninguna,No,0.2,0.6,No,Prestigio,No,No,0.6,Lectura,0.6363636363636364,Cercanía,No,No
261,Masculino,0.2222222222222222,Urbana,Publica,0.09259259259259259,Ciencias Naturales,0.6428571428571429,0.3584905660377358,0.7166666666666667,0.5161290322580645,No,<5k,No,Otro,Local,Amigos,Soltero,Ninguna,No,0.5,0.8,Si,Prestigio,Si,No,0.8,Arte,0.45454545454545453,Cercanía,No,No
262,Femenino,0.5555555555555556,Rural,Privada,0.6666666666666666,Ciencias Sociales,0.19642857142857142,0.6415094339622641,0.4,0.3870967741935484,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,No,0.4,0.8,No,Demanda Laboral,Si,Si,0.8,Tecnología,0.5454545454545454,Vocación,Si,No
263,Masculino,0.3333333333333333,Rural,Privada,0.2962962962962963,Humanidades,0.625,0.22641509433962265,0.7333333333333333,0.12903225806451613,Si,10k-20k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.5,0.4,Si,Sueldo,Si,No,0.4,Deportes,0.5454545454545454,Vocación,No,No
264,Femenino,0.4444444444444444,Rural,Privada,0.8888888888888888,Arte,0.4642857142857143,0.5283018867924528,0.5333333333333333,0.41935483870967744,No,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,0.7,0.6,No,Gusto Personal,Si,Si,0.6,Lectura,0.36363636363636365,Renta Económica,Si,No
265,Femenino,0.3333333333333333,Rural,Publica,0.48148148148148145,Ciencias Naturales,0.25,0.6792452830188679,0.5333333333333333,0.6451612903225806,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.6,0.6,Si,Prestigio,No,No,0.6,Lectura,0.45454545454545453,Vocación,Si,No
266,Femenino,0.3333333333333333,Rural,Privada,0.7962962962962963,Ciencias Sociales,1.0,0.5849056603773585,0.5166666666666667,0.12903225806451613,Si,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,0.5,0.8,Si,Sueldo,No,Si,0.8,Deportes,0.36363636363636365,Prestigio,No,Si
267,Femenino,0.3333333333333333,Rural,Privada,0.35185185185185186,Ciencias Sociales,0.6428571428571429,0.7924528301886793,0.6,0.45161290322580644,No,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.4,1.0,Si,Gusto Personal,Si,No,1.0,Tecnología,0.5454545454545454,Cercanía,No,No
268,Masculino,0.3333333333333333,Rural,Privada,0.6111111111111112,Humanidades,0.5535714285714286,0.4339622641509434,0.43333333333333335,0.3548387096774194,Si,<5k,No,Padres,Local,Familia,Casado,Ninguna,No,0.1,0.8,No,Amigos/Familia,Si,No,0.8,Tecnología,0.2727272727272727,Vocación,No,Si
269,Femenino,0.3333333333333333,Rural,Publica,0.5555555555555556,Humanidades,0.6428571428571429,0.3018867924528302,0.4166666666666667,0.6129032258064516,Si,5k-10k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,0.4,0.8,Si,Sueldo,Si,Si,0.8,Deportes,0.18181818181818182,Vocación,Si,No
270,Femenino,0.5555555555555556,Rural,Privada,0.7407407407407407,Ciencias Sociales,0.6428571428571429,0.8301886792452831,0.5333333333333333,0.5483870967741935,Si,>20k,No,Padres,Foraneo,Solo,Soltero,Ninguna,Si,0.4,0.8,No,Gusto Personal,No,Si,0.8,Tecnología,0.2727272727272727,Renta Económica,No,No
271,Masculino,0.3333333333333333,Urbana,Privada,0.7962962962962963,Ciencias Naturales,0.375,0.5660377358490566,0.55,0.5806451612903226,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,No,0.3,1.0,Si,Gusto Personal,No,No,1.0,Arte,0.09090909090909091,Cercanía,No,No
272,Femenino,0.7777777777777778,Rural,Publica,0.3333333333333333,Ciencias Sociales,0.75,0.5849056603773585,0.26666666666666666,0.41935483870967744,Si,5k-10k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,No,0.2,0.6,Si,Gusto Personal,Si,No,0.6,Viajar,0.45454545454545453,Prestigio,No,No
273,Masculino,0.5555555555555556,Rural,Publica,0.48148148148148145,Humanidades,0.8214285714285714,0.7358490566037735,0.3333333333333333,0.6774193548387096,Si,<5k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,0.3,0.8,Si,Sueldo,Si,No,0.8,Deportes,0.7272727272727273,Influencia Familiar,Si,No
274,Masculino,0.2222222222222222,Urbana,Publica,0.7592592592592593,Ciencias Sociales,0.7857142857142857,0.3018867924528302,0.6333333333333333,0.45161290322580644,No,10k-20k,Si,Otro,Local,Solo,Soltero,Ninguna,No,0.2,0.4,No,Gusto Personal,No,Si,0.4,Lectura,0.7272727272727273,Renta Económica,No,Si
275,Masculino,0.4444444444444444,Urbana,Privada,0.8148148148148148,Ingenieria,0.6785714285714286,0.49056603773584906,0.2,0.6774193548387096,No,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,0.5,0.6,No,Sueldo,No,Si,0.6,Arte,0.36363636363636365,Influencia Familiar,Si,No
276,Femenino,0.2222222222222222,Urbana,Publica,0.4444444444444444,Ciencias Naturales,0.6071428571428571,0.8113207547169812,0.3,0.5483870967741935,No,5k-10k,No,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,Si,0.4,0.4,Si,Gusto Personal,Si,Si,0.4,Lectura,0.5454545454545454,Prestigio,Si,No
277,Masculino,0.3333333333333333,Urbana,Publica,0.24074074074074073,Ciencias Naturales,0.21428571428571427,0.4716981132075472,0.38333333333333336,0.3548387096774194,Si,<5k,Si,Otro,Local,Otros,Soltero,Visual,No,0.6,0.8,No,Prestigio,No,Si,0.8,Tecnología,0.36363636363636365,Vocación,Si,Si
278,Masculino,0.1111111111111111,Rural,Publica,0.7407407407407407,Ingenieria,0.44642857142857145,0.6037735849056604,0.43333333333333335,0.5806451612903226,No,5k-10k,Si,Padres,Local,Otros,Soltero,Ninguna,Si,0.4,0.6,Si,Sueldo,No,Si,0.6,Lectura,0.45454545454545453,Cercanía,No,No
279,Masculino,0.1111111111111111,Urbana,Publica,0.46296296296296297,Ciencias Naturales,0.6428571428571429,0.6037735849056604,0.23333333333333334,0.45161290322580644,No,10k-20k,No,Otro,Local,Solo,Soltero,Ninguna,No,0.4,0.6,Si,Demanda Laboral,No,Si,0.6,Arte,0.5454545454545454,Cercanía,No,No
280,Femenino,0.3333333333333333,Urbana,Publica,0.46296296296296297,Ciencias Naturales,0.8035714285714286,0.49056603773584906,0.3333333333333333,0.2903225806451613,No,>20k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,No,0.3,0.6,Si,Gusto Personal,No,Si,0.6,Arte,0.0,Prestigio,Si,No
281,Masculino,0.5555555555555556,Urbana,Publica,0.3888888888888889,Arte,0.5,0.4716981132075472,0.43333333333333335,0.4838709677419355,No,<5k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,0.5,0.8,Si,Demanda Laboral,Si,No,0.8,Viajar,0.6363636363636364,Prestigio,Si,Si
282,Masculino,0.3333333333333333,Rural,Privada,0.7222222222222222,Humanidades,0.30357142857142855,0.6792452830188679,0.45,0.5806451612903226,Si,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,Si,0.4,0.8,Si,Sueldo,No,No,0.8,Viajar,0.45454545454545453,Prestigio,No,No
283,Femenino,0.3333333333333333,Urbana,Publica,0.46296296296296297,Humanidades,0.8214285714285714,0.4716981132075472,0.7666666666666667,0.6774193548387096,No,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,0.6,0.6,No,Demanda Laboral,Si,No,0.6,Viajar,0.45454545454545453,Cercanía,No,No
284,Masculino,0.3333333333333333,Rural,Publica,0.24074074074074073,Ciencias Sociales,1.0,0.6415094339622641,0.65,0.5161290322580645,Si,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.2,Si,Sueldo,Si,Si,0.2,Deportes,0.36363636363636365,Cercanía,Si,No
285,Femenino,0.1111111111111111,Rural,Publica,0.35185185185185186,Ciencias Naturales,0.7321428571428571,0.7358490566037735,0.7166666666666667,0.6129032258064516,No,5k-10k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.6,0.8,No,Amigos/Familia,No,No,0.8,Arte,0.36363636363636365,Cercanía,No,No
286,Masculino,0.2222222222222222,Rural,Publica,0.46296296296296297,Ciencias Sociales,0.7678571428571429,0.49056603773584906,0.65,0.3225806451612903,No,>20k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,0.0,0.6,Si,Sueldo,Si,No,0.6,Lectura,0.2727272727272727,Prestigio,No,No
287,Femenino,0.2222222222222222,Urbana,Privada,0.6851851851851852,Ciencias Naturales,1.0,0.2641509433962264,0.5333333333333333,0.3225806451612903,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,0.2,0.6,Si,Amigos/Familia,Si,Si,0.6,Deportes,0.8181818181818182,Renta Económica,Si,No
288,Femenino,0.1111111111111111,Urbana,Privada,0.1111111111111111,Ciencias Naturales,0.6607142857142857,0.660377358490566,0.7333333333333333,0.5161290322580645,No,10k-20k,No,Beca,Foraneo,Amigos,Soltero,Cognitiva,Si,0.7,1.0,Si,Prestigio,Si,No,1.0,Lectura,0.6363636363636364,Renta Económica,No,No
289,Masculino,0.2222222222222222,Urbana,Privada,0.5185185185185185,Ciencias Sociales,1.0,0.37735849056603776,0.55,0.3870967741935484,Si,10k-20k,Si,Padres,Foraneo,Solo,Casado,Ninguna,No,0.3,0.8,No,Amigos/Familia,No,No,0.8,Tecnología,0.18181818181818182,Influencia Familiar,Si,Si
290,Femenino,0.0,Rural,Privada,0.5370370370370371,Ingenieria,0.7321428571428571,0.5849056603773585,0.4666666666666667,0.5483870967741935,No,5k-10k,No,Otro,Local,Otros,Soltero,Motriz,Si,0.3,0.6,No,Prestigio,Si,No,0.6,Deportes,0.45454545454545453,Renta Económica,No,No
291,Femenino,0.0,Rural,Privada,0.42592592592592593,Ingenieria,0.48214285714285715,0.32075471698113206,0.15,0.5483870967741935,Si,<5k,Si,Otro,Local,Familia,Soltero,Ninguna,Si,0.5,0.4,No,Amigos/Familia,Si,Si,0.4,Lectura,0.36363636363636365,Vocación,Si,No
292,Femenino,0.1111111111111111,Rural,Publica,0.7037037037037037,Ciencias Sociales,0.6428571428571429,0.660377358490566,0.5666666666666667,0.5161290322580645,Si,<5k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,0.2,1.0,No,Sueldo,No,No,1.0,Tecnología,0.45454545454545453,Vocación,No,Si
293,Masculino,0.4444444444444444,Urbana,Privada,0.2222222222222222,Arte,0.5535714285714286,0.4716981132075472,0.6166666666666667,0.25806451612903225,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Motriz,No,0.4,0.6,Si,Demanda Laboral,Si,Si,0.6,Tecnología,0.45454545454545453,Vocación,No,No
294,Femenino,0.3333333333333333,Rural,Privada,0.35185185185185186,Ingenieria,0.9821428571428571,0.7735849056603774,0.5166666666666667,0.5806451612903226,No,<5k,No,Otro,Local,Familia,Divorciado,Ninguna,Si,0.1,0.6,Si,Demanda Laboral,Si,Si,0.6,Lectura,0.45454545454545453,Vocación,No,No
295,Femenino,0.5555555555555556,Urbana,Privada,0.46296296296296297,Ciencias Naturales,0.4642857142857143,0.33962264150943394,0.6166666666666667,0.3870967741935484,Si,>20k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.8,Si,Prestigio,No,Si,0.8,Tecnología,0.7272727272727273,Cercanía,Si,No
296,Masculino,0.2222222222222222,Urbana,Publica,0.4074074074074074,Arte,0.6964285714285714,0.6792452830188679,0.65,0.6129032258064516,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.6,0.8,No,Demanda Laboral,No,No,0.8,Viajar,0.36363636363636365,Prestigio,No,No
297,Femenino,0.3333333333333333,Urbana,Publica,0.4444444444444444,Ciencias Sociales,0.5714285714285714,0.2830188679245283,0.18333333333333332,0.41935483870967744,Si,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,0.4,0.8,Si,Amigos/Familia,Si,No,0.8,Tecnología,0.45454545454545453,Cercanía,Si,Si
298,Masculino,0.1111111111111111,Rural,Publica,0.5185185185185185,Ingenieria,0.6607142857142857,0.24528301886792453,0.6333333333333333,0.2903225806451613,No,>20k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,0.3,0.6,Si,Amigos/Familia,Si,Si,0.6,Viajar,0.2727272727272727,Vocación,No,No
299,Masculino,0.0,Rural,Publica,0.3333333333333333,Ciencias Naturales,0.6428571428571429,0.41509433962264153,0.4666666666666667,0.22580645161290322,Si,>20k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,0.6,0.8,No,Demanda Laboral,No,No,0.8,Viajar,0.2727272727272727,Renta Económica,Si,No
300,Femenino,0.4444444444444444,Rural,Privada,0.6851851851851852,Arte,0.75,0.5849056603773585,0.18333333333333332,0.22580645161290322,Si,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,No,0.3,0.8,Si,Amigos/Familia,No,Si,0.8,Tecnología,0.36363636363636365,Cercanía,Si,Si
301,Masculino,0.3333333333333333,Urbana,Publica,0.6481481481481481,Humanidades,0.5892857142857143,0.37735849056603776,0.4666666666666667,0.5483870967741935,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,0.4,0.6,Si,Gusto Personal,No,Si,0.6,Viajar,0.36363636363636365,Prestigio,No,Si
302,Femenino,0.2222222222222222,Rural,Publica,0.5185185185185185,Ingenieria,0.6785714285714286,0.5471698113207547,0.5166666666666667,0.5161290322580645,No,10k-20k,No,Beca,Foraneo,Familia,Soltero,Ninguna,Si,0.4,0.8,No,Demanda Laboral,Si,No,0.8,Viajar,0.36363636363636365,Renta Económica,Si,No
303,Femenino,0.3333333333333333,Rural,Publica,0.42592592592592593,Ingenieria,0.6607142857142857,0.5660377358490566,0.7333333333333333,0.3870967741935484,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,0.8,1.0,No,Amigos/Familia,No,No,1.0,Viajar,0.36363636363636365,Vocación,No,No
304,Masculino,0.6666666666666666,Urbana,Publica,0.5,Ciencias Sociales,0.32142857142857145,0.4528301886792453,0.43333333333333335,0.8387096774193549,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Auditiva,Si,0.3,0.6,No,Demanda Laboral,Si,Si,0.6,Lectura,0.45454545454545453,Influencia Familiar,Si,No
305,Femenino,0.0,Rural,Privada,0.46296296296296297,Ingenieria,0.4107142857142857,0.4528301886792453,0.5833333333333334,0.2903225806451613,Si,<5k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,0.4,0.4,No,Demanda Laboral,Si,Si,0.4,Lectura,0.2727272727272727,Cercanía,Si,No
306,Masculino,0.4444444444444444,Rural,Publica,0.3333333333333333,Arte,0.7857142857142857,0.4528301886792453,0.8166666666666667,0.6129032258064516,No,>20k,No,Padres,Local,Familia,Soltero,Motriz,No,0.4,0.4,Si,Prestigio,No,No,0.4,Arte,0.45454545454545453,Prestigio,Si,Si
307,Femenino,0.4444444444444444,Urbana,Privada,0.25925925925925924,Ciencias Naturales,0.5357142857142857,0.7358490566037735,0.7666666666666667,0.8064516129032258,No,<5k,No,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.5,0.2,No,Prestigio,No,Si,0.2,Tecnología,0.2727272727272727,Prestigio,Si,No
